que that
dividida divided
dividida split
víctima vic
víctima victim
incremento increase
incremento increment
teología theological
teología theology
ambiental environmental
ambiental ambient
nobleza nobility
cultivos crops
cultivos cultures
cultivos crop
considerados considered
escultores sculptors
gusto taste
gusto gusto
corporación corporation
gimnasia gym
gimnasia gymnastics
refugio shelter
refugio refuge
automóvil car
automóvil automobile
renuncia resignation
renuncia waiver
renuncia resign
renuncia disclaimer
borbón bourbon
jugado played
filósofo philosopher
rasgos traits
rasgos features
cantar sing
cantar singing
end end
pino pino
pino pine
usualmente usually
pamplona pamplona
incorporó incorporated
sofía sophie
sofía sofia
sofía sophia
lucía lucía
lucía lucy
lucía lucia
antioquia antioch
antioquia antioquia
ortega ortega
absoluto absolute
herramienta tool
águila eagle
institute institute
camiseta shirt
camiseta jersey
registrado recorded
registrado registered
registrado logged
cabello hair
reinos realms
reinos kingdoms
mix mix
permiso permit
permiso permission
musulmanes muslims
musulmanes muslim
diversidad diversity
two two
andy andy
testamento testament
testamento will
sudeste southeast
sudeste southeastern
alfred alfred
cortos short
cortos shorts
julia julia
medallista medalist
fracaso fail
fracaso failure
fracaso failed
vélez vélez
vélez velez
masculinos masculine
óblast oblast
superar surpass
superar overcoming
superar overcome
drogas drugs
fans fans
cantidades amounts
cantidades quantities
persecución persecution
persecución pursuit
persecución chase
centenario centenary
centenario centennial
mac mac
cuerdas ropes
cuerdas cords
cuerdas strings
selecciones selections
anti anti
artificial artificial
nominaciones nominations
bay bay
villanueva villanueva
villanueva valerie
muestras sample
muestras samples
muestras sampling
tomaron took
like like
pertenecía belonged
obrero workman
obrero worker
issn issn
demócrata democratic
demócrata democrat
demócrata democrats
traducido translated
cerebro brain
cerebro brains
sombra shadows
sombra shadow
sombra shade
mercados marketplaces
mercados markets
iniciar initiate
toneladas tonnes
toneladas tons
toneladas ton
indican indicate
senadores senators
cambiado changed
ganadería livestock
deuda debt
dark dark
chilenos chileans
chilenos chilean
bell bell
ciclistas cyclists
fuertemente strongly
fuertemente tightly
fuertemente heavily
secundarios secondary
proporciona provides
vientos winds
experimental experimental
bancos banks
bancos banking
bancos benches
seleccionado selected
indio indio
indio indian
dudas doubt
dudas doubts
vieron saw
partículas particles
partículas particulates
partículas particle
partículas particulate
cali cali
parcialmente partly
parcialmente partially
dirigir directing
bravo bravo
específico specific
pastor preacher
pastor shepherd
pastor pastor
pastor minister
iván ivan
traje outfit
traje costume
traje suit
flag flag
monarca monarch
cifra figure
murieron died
escuadra squadron
escuadra squad
profesora professor
profesora teacher
enfrentamiento showdown
enfrentamiento confrontation
enfrentamiento clash
enfrentamiento standoff
certamen pageant
certamen contest
circulación circulation
formal formal
gobernación governorate
gobernación governorship
gobernación governance
cerrado locked
cerrado closed
detalle detail
detalle details
tim tim
desaparecido vanished
desaparecido disappeared
desaparecido missing
sucede happens
simpson simpsons
simpson simpson
citado quoted
citado cited
pekín beijing
yugoslavia yugoslav
yugoslavia yugoslavia
jamás never
meta meta
meta goal
vegas vegas
ampliación expansion
ampliación enlargement
ampliación enlarge
ampliación extension
ibn ibn
académica academic
localiza locate
doctrina doctrine
dead dead
iban iban
cobre copper
separado separated
separado separately
separado separate
habitualmente habitually
habitualmente usually
créditos credit
créditos credits
coral coral
coral choral
creados created
posibilidades possibilities
line line
paciente patient
arias arias
memorias memories
memorias memoirs
tailandia bangkok
tailandia thailand
tailandia thai
pobre poor
telenovelas telenovelas
calcio calcium
calcio calcio
velasco velasco
precios prices
precios price
precios pricing
talento talents
talento talent
talento talented
virrey viceroy
frecuentes frequently
frecuentes common
frecuentes frequent
captura capture
captura captures
captura catching
captura catch
captura capturing
cervantes cervantes
próxima next
antena aerial
antena antenna
parada stop
dientes tooth
dientes teeth
básica basic
reemplazado replaced
marvel marvel
epíteto epithet
heart heart
retirarse retire
retirarse withdraw
temática thematic
temática theme
temática themed
republicana republican
marcado marking
marcado branded
marcado marked
puentes bridges
previo prior
previo previous
volcán volcano
mora mora
beneficios profit
beneficios perks
beneficios benefits
beneficios profits
rodolfo rodolfo
rodolfo ralph
rodolfo rudolph
rodolfo rudolf
reproducción breeding
reproducción playback
reproducción reproduction
estima esteem
canaria canaria
canaria canarian
canaria canary
platino platinum
field field
gala gala
charlie charlie
hockey hockey
fósiles fossils
fósiles fossil
presentaciones presentations
presentaciones introductions
tablas tables
tablas boards
representaciones representations
representaciones depictions
representaciones representation
representaciones performances
ofensiva offensive
rector provost
rector rector
negó denied
roy roy
coches cars
coches car
unesco unesco
designación appointment
designación designation
incidente incident
alicia alicia
alicia alice
abogados attorneys
abogados solicitors
abogados lawyers
funcionarios officials
esperar waiting
esperar wait
atlas atlas
russell russell
rumbo course
rumbo heading
cruces crossings
cruces crosses
cruces cruces
negras black
rumania romania
magazine magazine
exactamente exactly
mira watch
mira look
mira mira
leo leo
opciones options
alcaldes mayors
cortés cortés
cortés polite
cortés cortez
cortés courteous
cortés cortes
legislativo legislative
legislativo legislature
oliver oliver
vencer vanquish
fortuna fortuna
fortuna fortunes
fortuna fortune
nova nova
localizada located
localizada localised
localizada localized
legislación legislation
legislación law
soria soria
warner warner
ramal branch
privadas privates
privadas private
last last
bernard bernard
rené rené
rené rene
matt matt
instrucción instruction
lanzar launch
modalidad mode
modalidad modality
accidentes accidents
accidentes accident
spider spider
adecuado appropriate
adecuado adequate
adecuado suitable
plena full
emitido issued
emitido emitted
venezolana venezuelan
delegación delegation
sudamericana sudamericana
restantes remaining
electorales electoral
electorales election
sugiere suggest
sugiere suggests
palencia palencia
conforme compliant
apoyar supporting
casada married
misa mesa
misa mass
misa misa
reconoce recognises
reconoce recognize
reconoce recognizes
reconoce acknowledges
causó caused
marrón brown
value value
relevantes relevant
magia magic
núcleos nucleus
núcleos kernels
núcleos nuclei
núcleos cores
vender sell
vender selling
simples simple
houston houston
hard hard
part part
manejo handling
campamento campsite
campamento camp
campamento camping
dorado golden
dorado dorado
dorado gold
celular mobile
celular cell
celular cellular
celular cellphone
ryan ryan
armando armando
armando arming
armando arnold
armando armand
diarios diaries
diarios newspapers
diarios daily
diarios journals
pisos apartments
pisos floors
pisos flats
directiva directive
armenia armenian
armenia armenia
mina mina
mina mine
gráfico graphic
gráfico graph
gráfico chart
gráfico graphics
amateur amateur
emitió aired
consultado accessed
consultado consulted
cuál which
gracia gracia
gracia grace
franklin franklin
viuda widowed
viuda widow
salazar salazar
pirineos pyrenees
acta acta
acta act
evidente obvious
evidente evident
rescate ransom
rescate salvage
rescate rescue
aceptar accepting
aceptar accept
relieve highlighting
relieve relief
considerable sizable
considerable sizeable
considerable considerable
integral integral
organizar organize
organizar organise
organizar arranging
organizar organizing
infante infant
infante infante
fundamentalmente essentially
fundamentalmente fundamentally
reducido reduced
athletic athletic
paula paula
sobrino nephew
come eat
come eats
guayaquil guayaquil
cinematográfica cinematographic
cinematográfica cinematic
perros dogs
perros dog
cliente customer
cliente client
profundo deep
profundo profound
ruedas wheels
modificaciones modifications
modificaciones amendments
modificaciones alterations
modificaciones modification
modificaciones changes
inmigración immigration
aguirre aguirre
arqueológicos archeological
arqueológicos archaeological
channel channel
down down
gallego galician
gallego gallego
asociados partners
asociados associates
mariscal marshall
mariscal marshal
mariscal quarterback
naranja orange
naranja oranges
autobuses bus
autobuses buses
embalse dam
embalse reservoir
americanos american
americanos americans
rayos rays
rayos ray
rayos lightning
ducado duke
ducado ducal
ducado duchy
aficionados amateurs
aficionados amateur
aficionados fans
representada represented
condados counties
marc marc
gordon gordon
multitud crowds
multitud multitude
multitud crowd
heredero heir
generar generating
generar generate
orilla shore
finalista finalist
cátedra lecture
cátedra chair
cátedra professorship
licenciado graduate
licenciado licensed
espiritual spiritual
page page
violín violin
violín fiddle
carnaval carnaval
carnaval carnival
seno sine
seno breast
seno sinus
fort fort
playas beach
playas beaches
síntesis summary
síntesis synthesis
docente teacher
way way
aceptadas accepted
piragüismo kayaking
piragüismo canoeing
clark clark
sacerdotes priests
dirigentes leaders
shorts shorts
evaluación assessment
evaluación evaluation
inaugurada inaugurated
modos ways
modos modes
inscripción inscription
inscripción enrollment
inscripción registration
homónimo eponymous
descubrir discovering
descubrir discover
enfoque approach
enfoque focus
anne anne
industrias industries
mejoras enhancements
mejoras improvement
mejoras improvements
mejoras upgrades
agrícolas agricultural
publicar publish
publicar publishing
publicar post
publicar posting
judío jewish
judío jew
abadía abbey
vándalo vandal
crédito credit
irak iraq
llevando carrying
roque roque
queen queen
visitante visitor
deberían should
institucional institutional
operador operator
investigador researcher
investigador investigator
negociaciones negotiation
negociaciones negotiating
negociaciones negotiations
marítimo maritime
serrano serrano
inclinación tilt
inclinación penchant
inclinación incline
inclinación inclination
físicas physics
físicas physical
federales federal
federales feds
judía jewish
judía jew
escritas written
amante lover
wayne wayne
holanda netherland
holanda netherlands
holanda holland
stadium stadium
arroz rice
dificultad difficulty
dificultad difficulties
sicilia sicily
dave dave
sustituido substituted
sustituido replaced
secundario secondary
hilo yarn
hilo thread
belga belgian
operativo operational
operativo operating
operativo operative
épocas times
terminado completed
terminado finished
propone proposes
propone propose
extensa extensive
cabildo cabildo
dragón dragon
organizada organised
organizada organized
armamento armament
armamento weapons
armamento armaments
armamento weaponry
profunda deep
profunda profound
napoleón napoleon
link link
recepción receipt
recepción reception
parroquias parishes
destacada featured
igualdad equality
conductor driver
conductor conductor
orleans orleans
orleans orléans
krasnodar krasnodar
sabor taste
sabor flavor
sabor flavour
síntomas symptoms
detenido arrested
detenido detained
detenido detainee
legión legion
golden golden
nominado nominee
nominado nominated
alcanzado reached
alcanzado achieved
licenciatura bachelor
licenciatura degree
festivales festival
festivales festivals
elegidos chosen
elegidos elected
vale ok
vale okay
vale vale
pabellón pavilion
pabellón ward
christopher christopher
springer springer
túnel tunnel
jason jason
missouri missouri
surge emerges
surge arises
baviera bavaria
soberanía sovereignty
expertos experts
expertos expert
necesarios necessary
alaska alaskan
alaska alaska
asesino killer
asesino murderer
asesino assassin
permanece remain
tecnológico technology
tecnológico technological
prima premium
prima prima
prima cousin
manifestaciones demonstrations
manifestaciones manifestations
manifestaciones rallies
bolsa bag
bolsa purse
dedica devotes
dedica dedicates
elegida chosen
elegida elected
masas masses
masas mass
paralelo parallel
empezar start
empezar begin
demostrar prove
demostrar demonstrate
demostrado shown
demostrado proved
demostrado proven
demostrado demonstrated
fragmentos fragments
fragmentos snippets
acuerdos accords
acuerdos agreements
aparecido appeared
disputado contested
disputado disputed
ballet ballet
wikimedia wikimedia
moon moon
viajar travel
viajar travelling
viajar traveling
toros toros
toros bullfighting
toros bulls
escenarios scenarios
crece grow
crece grows
anuales yearly
anuales annual
diálogo dialogue
diálogo dialog
lema motto
lema slogan
observa observe
informó reported
diplomático diplomats
diplomático diplomat
diplomático diplomatic
malasia malaysia
malasia malaysian
adams adams
marinos sailors
marinos seamen
marinos marine
socio partner
lingüística linguistics
condesa contessa
condesa countess
mencionar mentioning
mencionar mention
ross ross
jerónimo geronimo
jerónimo jerónimo
jerónimo jerome
version version
cumple birthday
identificación identification
identificación id
asegurar insure
electricidad electricity
electricidad electrical
electricidad electric
sesiones sittings
sesiones sessions
tránsito transit
tránsito traffic
típica typical
robin robin
filial filial
filial subsidiary
atmósfera atmosphere
atmósfera atmospheric
pobladores settlers
madonna madonna
explicar explaining
explicar explain
colectivo collectives
colectivo collective
vacío void
vacío empty
vacío vacuum
requisitos prerequisites
requisitos requisites
requisitos requirements
movie movie
pontificia pontifical
diana diana
diana diane
únicos unique
elevada high
elevada elevated
nieve snow
pares peer
pares pairs
pares peers
comunistas communists
comunistas communist
comunistas commies
colina hill
cuerda rope
cuerda string
espectáculos spectacles
espectáculos entertainment
espectáculos shows
señores gentlemen
señores lords
señores sirs
aplica implements
aplica apply
aplica applies
promocional promotional
chicas girls
vizcaya biscay
vizcaya vizcaya
jane jane
sentimientos sentiments
sentimientos feelings
relacionada related
aparato appliance
aparato apparatus
eschmeyer eschmeyer
variables variable
variables variables
project project
poderoso mighty
poderoso powerful
antiguamente formerly
nacionalista nationalist
nacionalista nationalistic
combates combats
combates combat
combates fighting
alcanzando reaching
provisional interim
provisional provisional
funda founded
funda holster
jeff jeff
haga do
barón baron
salinas saline
salinas salinas
venganza payback
venganza vengeance
venganza revenge
sajonia saxony
official official
exitosa successful
clínica clinic
clínica clinical
harvard harvard
observación observation
observación observing
bajista bassist
explosión blast
explosión explosion
bruno bruce
bruno bruno
armado arming
armado armed
aux aux
acusado accused
acusado defendant
mínima minimum
mínima minimal
renovación renovation
renovación renewal
diosa goddess
acepta accepts
acepta accept
metropolitano metropolitan
ventana windows
ventana window
rusos russian
rusos russians
reservas reservations
reservas bookings
reservas reserves
reservas reservation
reservas booking
variaciones variations
lluvias rains
lluvias rainfall
lluvias rain
ventanas windows
sat sats
sat sat
rojos reds
beneficio profit
beneficio benefit
descarga download
visitar visit
visitar visiting
herencia heritage
herencia legacy
herencia inherit
herencia inheritance
gijón gijón
vueltas laps
juntas together
juntas gaskets
aeronaves aircraft
madagascar madagascar
extremos ends
extremos extremes
extremos extreme
plato dish
plato plate
plato plato
eugenio eugen
eugenio eugenio
eugenio eugène
eugenio eugene
claude claude
dir dir
añade add
añade adds
instrumental instrumental
gravedad gravity
gravedad severity
competir compete
competir competing
ferrocarriles railways
ferrocarriles railroads
ferrocarriles railway
planos blueprints
planos plans
planos planes
líquido fluid
líquido liquid
pozo pit
pozo well
pozo pozo
plataformas platforms
plataformas platform
jonathan jonathan
pecho chest
pecho breast
constelación constellation
explicación explaining
explicación explanation
explicación explanations
conclusión completion
conclusión conclusion
prestigio prestigious
prestigio prestige
campesinos peasant
campesinos farmers
campesinos peasants
kelly kelly
story story
aumenta increase
aumenta increases
biblia bible
seria serious
antología anthology
inspiración inspiration
negativa refusal
negativa negative
impresión print
impresión imprint
impresión printing
impresión impression
fría cold
diseños designs
teléfono phone
teléfono telephone
pío tweet
pío pius
ideología ideology
ideología ideological
costumbre custom
básicos basics
básicos basic
patricia patricia
georges georges
cómic comics
cómic comic
huelva huelva
ball ball
logros achievements
logros accomplishments
logros achievement
comprar purchase
comprar buy
comprar buying
enterrado buried
herido injured
herido wounded
herido hurt
formados formed
cubierto covered
mental mental
mental mentally
franz franz
polémica controversies
polémica controversial
polémica controversy
crónicas chronic
crónicas chronicles
principado principality
alegre cheerful
alegre joyful
alegre merry
relativa relative
suelos soils
suelos floors
suelos flooring
suelos soil
destacando stressing
destacando emphasizing
parecía seemed
oaxaca oaxaca
unida united
consiguiendo getting
recurso resource
rubio blonde
rubio blondie
rubio blond
rubio rubio
financiera financial
méndez méndez
méndez mendez
vela candle
vela sail
vela vela
vela sailing
creek creek
chávez chávez
chávez chavez
voleibol volleyball
conjuntos ensembles
conjuntos sets
demuestra demonstrates
rolling rolling
competencias competencies
competencias skills
competencias competences
competencias competitions
competencias competence
talla size
vistas view
vistas views
bafta bafta
personalidades personalities
experiencias experiences
experiencias experience
austin austin
giras tours
giras touring
sesenta sixty
sesenta sixties
cannes cannes
litoral littoral
litoral shoreline
litoral coastline
litoral coastal
litoral coast
fases phases
fases stages
orgánica organic
franja stripe
franja strip
fundamentales fundamental
fundamentales fundamentals
piensa think
piensa thinks
carbón coal
carbón carbon
carbón charcoal
mozart mozart
set set
sufre suffer
sufre suffers
vocales vocals
vocales vowels
vocales vocal
perdidos lost
pesado heavy
sorpresa surprise
cruce crossing
cruce intersection
cruce crossroads
cruce cross
descendencia descent
descendencia descendants
descendencia progeny
descendencia offspring
infantiles infantile
infantiles childish
infantiles childrens
yacimientos deposits
badajoz badajoz
bárbara barbara
romance romance
escuadrón squadron
escuadrón squad
brasileña brazilian
oxígeno oxygen
distinto different
jueves thursday
cráter crater
distinción distinction
distinción distinguishing
abandonado abandoned
abandonado forsaken
nominación nomination
instancia instance
reuniones meetings
reuniones meeting
mármol marble
instrucciones directions
instrucciones instructions
tengan have
pascual pascual
jalisco jalisco
matemática mathematical
matemática mathematics
matemática math
muralla wall
muralla rampart
edition edition
cura priest
cura cure
cura cures
disolución dissolving
disolución breakup
disolución dissolution
disolución solution
vivía lived
hispano hispanic
hispano hispano
señorío lordship
interpretando interpreting
milenio millenium
milenio millennium
ligero light
ligero slight
ligero lightweight
sagrado sacred
empresarios entrepreneurs
empresarios employers
empresarios businessmen
húngaro hungarian
matriz array
matriz matrix
sara sarah
sara sara
marshall marshall
sebastian sebastian
pase pass
wilhelm wilhelm
coordinación coordination
coordinación coordinating
sarmiento sarmiento
perteneció belonged
condenado convicted
condenado sentenced
condenado condemned
condenado doomed
caliente hot
caliente warm
caliente horny
reúne gathers
represión repression
represión crackdown
represión suppression
deciden decide
hembras females
hembras female
demográfica demographic
corredor runner
corredor jogger
corredor broker
corredor corridor
radiación radiation
rostro face
baker baker
bad bad
mexico mexico
tito tito
tito titus
point point
corporation corporation
ine ine
estética aesthetics
estética cosmetic
estética aesthetic
visitas visitors
visitas visits
visitas visiting
otto otto
condes earls
condes counts
colonos settler
colonos colonists
colonos settlers
configuración settings
configuración setup
configuración configuration
boda wedding
gobernadores governors
ganados earned
ganados won
mecanismos mechanisms
entrantes starters
entrantes inbound
entrantes incoming
renunció resigned
trasladado moved
trasladado transferred
trasladado relocated
construidos built
construidos constructed
gen gene
gen gen
lleno crowded
lleno full
lleno packed
lleno filled
colaborador collaborating
colaborador collaborator
colaborador contributor
sentencia sentencing
sentencia judgement
sentencia judgment
sentencia sentence
varones males
congregación congregation
incorpora incorporate
incorpora incorporates
abandono abandon
abandono dropout
abandono abandonment
abandono neglect
clasificados classified
clasificados classifieds
trazado layout
trazado charted
kennedy kennedy
subsp subsp
defensores defenders
defensores advocates
financiero financial
financiero financier
comentó commented
gay gay
bóveda vault
check check
sueños dreams
anualmente yearly
anualmente annually
anualmente annual
asentamientos settlements
lector reader
básicamente essentially
básicamente basically
puntuación scoring
puntuación punctuation
puntuación score
puntuación scores
conducta behaviour
conducta behavior
conducta conduct
ángulo angle
oral oral
básico basics
básico basic
precisión precision
precisión accuracy
protegido protégé
protegido protected
recomienda recommends
recomienda recommend
recomienda recommended
representando representing
socialistas socialists
socialistas socialist
postura stance
postura posture
provoca provokes
sarah sarah
socios partners
socios associates
oración prayers
oración prayer
arteria artery
pri pri
protegidas protected
amazonas amazons
amazonas amazon
amazonas amazonas
visible visible
grant grant
templos temples
templos temple
anfibios amphibious
anfibios amphibian
anfibios amphibians
islam islam
adyacentes adjacent
geográfico geographic
geográfico geographical
misiles missiles
misiles missile
tejido knitting
tejido fabric
tejido tissue
tejido weaving
tejido woven
aprobado approved
establecida established
studios studios
apodo nickname
emergencia emergencies
emergencia emergency
intérprete interpreter
intérprete performer
canta sing
canta sings
constantemente constantly
constantemente steadily
limitado limited
nombrada named
enviar send
enviar submit
soul soul
intendente quartermaster
intendente mayor
intendente bailiff
preguntas faq
preguntas questions
oscura dark
oscura obscure
wwe wwe
memorial memorial
humanas human
estadios stadiums
estadios arenas
vigilancia vigilance
vigilancia monitoring
vigilancia surveillance
planificación planning
bibliotecarios librarians
bibliotecarios librarian
montreal montreal
barrera barrera
barrera barrier
permitiendo permitting
permitiendo allowing
aprender learning
aprender learn
actualización updated
actualización upgrade
actualización update
actualización updating
estatura stature
estatura height
tarjetas cards
tarjetas card
pakistán pakistan
pakistán pakistani
catalunya catalunya
catalunya catalonia
baby baby
imprenta printing
tesoro treasure
tesoro treasury
olímpica olympic
olímpica olympian
macedonia macedon
macedonia macedonia
ali ali
pianista pianist
facilitar facilitating
facilitar facilitate
bits bit
bits bits
patrona patron
patrona landlady
aparecieron appeared
presidenciales presidential
maestra teacher
sancho sancho
continuo continuum
continuo continuous
continuo continued
vecino neighbour
vecino neighbor
exploración scouting
exploración exploring
exploración exploration
consejos advices
consejos councils
consejos tips
consejos advice
parámetros parameter
parámetros parameters
legado legacy
chicos boys
chicos guys
guitarras guitars
componente constituent
componente component
corrupción corrupt
corrupción corruption
externa external
ebro ebro
us$ us$
vegetales vegetable
vegetales vegetables
vegetales veggies
vegetales veg
lawrence lawrence
dragon dragon
séptima seventh
signo sign
espejo mirror
finalidad purpose
iso iso
sinfonía symphony
virtud virtue
teclado keyboards
teclado keyboard
matemático mathematical
matemático mathematics
matemático mathematician
feliz happy
recoge collects
mapas maps
mapas map
molecular molecular
cúpula dome
ciudadano citizen
concretamente concretely
concretamente specifically
cónsul consul
existir exist
protocolo protocol
malvinas falklands
malvinas falkland
malvinas malvinas
dallas dallas
capturado captured
cerrada locked
cerrada closed
huesca huesca
célebre celebrated
batman batman
continuidad continuity
hablando talking
hablando speaking
asesor adviser
asesor consultant
asesor advisor
restaurante restaurant
tanques tank
tanques tanks
informes reporting
informes reports
misterio mystery
harris harris
division division
expresa expresses
expresa express
planetas planets
proteína protein
sexuales sexual
sexuales sex
espalda back
espalda backs
postal postcard
postal postal
signos signs
administrador admin
administrador administrator
administrador manager
noches nights
noches night
estrecha narrows
estrecha narrow
extraño odd
extraño weird
extraño strange
extraño miss
extraño stranger
tratando trying
vigo vigo
venus venus
determinada determined
hamilton hamilton
escaños seats
cirugía surgery
cirugía surgical
chinos chinese
segmento segment
destruido destroyed
ayudante assistant
ayudante adjutant
ayudante helper
ayudante deputy
servidor server
portero goalie
portero concierge
portero doorman
portero janitor
portero goalkeeper
portero porter
característico characteristic
latin latin
escasa sparse
escasa scarce
aplicar apply
perfectamente perfectly
diablo devil
diablo diablo
repertorio repertoire
repertorio repertory
viviendo living
java java
transferencia transfer
transferencia transference
quinteto quintet
reconocer acknowledge
reconocer recognize
reconocer recognizing
reconocer recognise
more more
intérpretes performers
intérpretes interpreters
intérpretes interpreting
intérpretes interpreter
internos interns
internos intern
llena full
llena fills
llena fill
jueces judges
alcohol booze
alcohol alcohol
alcohol alcoholic
cubano cuban
rodeado surrounded
rodeado encircled
beatriz beatrice
beatriz beatriz
beatriz beatrix
destacadas highlights
destacadas featured
estable stable
inspirado inspired
entera integer
entera whole
labores labors
subir upload
subir climb
urbanos urban
uci uci
uci icu
concesión concession
concesión awarding
concesión granting
arqueología archeology
arqueología archaeology
iniciales initial
iniciales initials
alimento food
alimento feed
corre runs
corre run
praga prague
tigre tiger
tigre tigre
linux linux
light light
protesta protest
educativo educational
ochenta eighty
detener stop
detener halt
genética genetic
genética genetics
monumental monumental
responde respond
responde responds
lyon lyon
lyon lyons
celebran celebrate
palo stick
palo palo
varía vary
varía varies
cat cat
ondas airwaves
ondas waves
sufrido suffered
protestas protest
protestas protests
contratado contracted
contratado hired
manteniendo keeping
manteniendo maintaining
geográficos geographic
geográficos geographical
abundante plentiful
abundante abundant
digitales digital
altamente highly
conservatorio conservatory
conservatorio conservatoire
correcta correct
patricio patrick
patricio patricio
colonización colonisation
colonización colonization
islandia iceland
islandia icelandic
controversia dispute
controversia controversy
incorporación mainstreaming
incorporación incorporation
diseñador designer
tarjeta card
oklahoma oklahoma
orlando orlando
anillos rings
leyendas captions
leyendas legends
arenas arenas
arenas sands
morgan morgan
contribución contribution
contribución contributions
banderas banners
banderas flags
originario originating
acb acb
acb cba
acb cpf
voluntarios volunteers
voluntarios volunteer
germán germán
germán germain
vegetal vegetable
vegetal plant
versos verses
indicar indicate
jurídica juridical
transportes transports
transportes transportation
transportes transport
domínguez dominguez
domínguez domínguez
compró bought
huir flee
sustitución substitution
sustitución replacement
horacio horatio
horacio horacio
horacio horace
distinciones honours
distinciones distinction
distinciones distinctions
literalmente literally
gráfica graphic
gráfica graph
gráfica chart
gráfica graphics
emisiones broadcasts
emisiones emissions
emisiones emission
supuestamente supposedly
supuestamente allegedly
western western
isaac isaac
bosnia bosnian
bosnia bosnia
químico chemical
químico chemist
destinos destination
destinos destinations
partidarios supporters
urss ussr
reacciones reactions
reacciones reaction
challenger challenger
queso cheese
leopoldo leopold
leopoldo leopoldo
ponce ponce
externo external
silvestre silvestre
silvestre wild
silvestre sylvester
gary gary
inca inca
inca incan
identificar identify
identificar identifying
narra narrates
narra recounts
ian ian
hip hip
smiths smiths
concilio council
escuchar hear
escuchar listening
escuchar listen
hop hop
catorce fourteen
legales legal
pelota ball
gráficos graphs
gráficos graphic
gráficos charts
gráficos graphics
ferrer ferrer
taiwán taiwan
taiwán taiwanese
tercio tercio
natación swim
natación swimming
frases phrases
frases quotes
frases sentences
entregó delivered
anuncio announcement
anuncio ad
anuncio commercial
anuncio advert
anuncio advertisement
azules blue
azules blues
tubo pipe
tubo tube
liceo lyceum
liceo lycée
flamenco flamenco
flamenco flamingo
flamenco flemish
refleja reflects
cálculo calculus
cálculo calculation
cifras figures
carter carter
orange orange
quebec québec
quebec quebec
kentucky kentucky
lorena lorena
lorena lorraine
entrevistas interview
entrevistas interviews
futura future
conduce drives
conduce drive
bibliotecas libraries
bibliotecas library
propietarios landlords
propietarios owners
propietarios homeowners
propietarios proprietors
propietarios owner
hierba herb
hierba grass
hierba weed
detroit detroit
responsables responsible
convenciones convention
convenciones conventions
extremadamente extremely
toca tap
cubana cuban
hernán hernán
hablan speak
amarilla yellow
abad abbot
consistía consisted
químicos chemical
químicos chemists
químicos chemicals
rechazó refused
publicadas published
iniciado initiated
iniciado started
iniciado begun
manifiesto manifesto
manifiesto manifest
fantasma ghost
fantasma phantom
centímetros centimeters
centímetros inches
commons commons
soluciones solutions
revuelta uprising
revuelta revolt
revuelta riot
implicados implicated
regulares regular
regulares regulars
especialidad specialty
especialidad speciality
contraste contrast
castellón castellón
suyo yours
carlo carlo
generaciones generations
bello bello
arreglos fixes
arreglos arrangement
arreglos arrangements
arreglos arranging
esencial essential
esencial essentials
nombramiento nomination
nombramiento appointment
jerez sherry
jerez jerez
porto porto
abreviado abbreviated
abreviado abridged
esquema outline
esquema schematic
esquema scheme
esquema schema
piratas pirates
piratas pirate
sirven serve
ecuación equation
permanecer remain
recibiendo receiving
recibiendo getting
dato data
faro faro
faro lighthouse
jon jon
phil phil
almacenamiento storage
especializado specialist
especializado specialised
especializado specialized
tarragona tarragona
enfrentarse confront
asignado assigned
asignado allocated
producidos produced
neutral neutral
walker walker
eurocopa uefa
eurocopa euro
conversión conversion
separados separated
separados separate
omar omar
descanso break
descanso rest
sinónimo synonymous
sinónimo synonym
violación violation
violación rape
presidenta chairperson
presidenta chairman
presidenta president
presidenta chairwoman
desempeño performance
clemente clemente
clemente clement
presentador presenter
quintana quintana
utah utah
platos plates
platos dishes
débil weak
vidrio glass
casarse marry
broadway broadway
reseña reviews
reseña review
desarrollada developed
crímenes crimes
valdés valdes
valdés valdés
free free
vila vila
derivados derivatives
derivados derivative
chihuahua chihuahua
contando counting
vasca basque
vivos alive
gerardo gérard
gerardo gerhard
gerardo gerardo
gerardo gerard
australiano aussie
australiano australian
ascendido promoted
ascendido ascended
asteroide asteroid
superfamilia superfamily
dimensión dimension
atentado attack
atentado bombing
creía believed
afganistán afghanistan
afganistán afghan
restaurantes restaurant
restaurantes restaurants
perry perry
comer eating
comer eat
heridas wounds
heridas injuries
diagnóstico diagnostics
diagnóstico diagnosis
diagnóstico diagnostic
señaló pointed
asedio siege
montana montana
privados private
onu un
francesco francesco
